MobilePhoneList [2009-06-29 08:00:00] By http://ke-tai.org/
"連番","メーカ名","機種名","機種略名","ユーザエージェント","タイプ１","タイプ２","ブラウザ幅(x)","ブラウザ高さ(y)","表示カラー数","ブラウザキャッシュ","GIF","JPG","PNG","Flash","Flashバージョン","Flashワークメモリ","Javaアプリ","BREW","HTML","SSL","ログイン","クッキー","CSS","GPS","発売日","備考","更新状況メモ","更新日"
"393","au","A5304T","TS24","KDDI-TS24 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","144","140","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2003-02","","","2008-03-29 10:57:25"
"394","au","A5305K","KC22","KDDI-KC22 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","125","144","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2003-05","","","2008-03-29 10:57:49"
"395","au","A5306ST","ST21","KDDI-ST21 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","125","145","","","1","1","1","0","","","0","1","1","1","1","1","","","2003-07","","","2008-03-29 10:58:34"
"396","au","A5401CA","CA23","KDDI-CA23 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","123","147","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2003-05","","","2008-03-29 10:58:54"
"397","au","A5401CA II","CA23","KDDI-CA23 UP.Browser/6.2.0.5 (GUI) MMP/1.1","WAP2.0","6.2","123","147","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2003-10","","","2008-03-29 10:59:19"
"398","au","A5402S","SN24","KDDI-SN24 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6","120","160","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2003-06","","","2008-03-29 10:59:39"
"399","au","A5403CA","CA24","KDDI-CA24 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","230","266","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2003-12","","","2008-03-29 11:00:12"
"400","au","A5404S","SN25","KDDI-SN25 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","240","256","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2003-11","","","2008-03-29 11:00:35"
"401","au","A5405SA","ST23","KDDI-ST23 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","127","145","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2004-03","","","2008-03-29 11:00:54"
"402","au","A5406CA","CA25","KDDI-CA25 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","230","266","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2004-06","","","2008-01-17 14:28:24"
"403","au","A5407CA","CA26","KDDI-CA26 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","230","266","15680000","","1","1","1","0","","","1","0","1","1","1","1","","","2004-06","","","2008-01-17 14:28:24"
"404","au","A5501T","TS26","KDDI-TS26 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","240","270","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2003-10","","","2009-06-25 10:37:12"
"405","au","A5502K","KC24/KC25","KDDI-KC24/25 UP.Browser/6.0.2.254 (GUI) MMP/1.1","WAP2.0","6.2","234","262","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2004-02","","","2008-03-29 11:01:49"
"406","au","A5503SA","SA26","KDDI-SA26 UP.Browser/6.2.0.5.1 (GUI) MMP/1.1","WAP2.0","6.2","225","263","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2003-12","","","2008-03-29 11:02:07"
"407","au","A5504T","TS27","KDDI-TS27 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","229","270","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2004-04","","","2008-01-17 14:28:24"
"408","au","A5505SA","SA27","KDDI-SA27 UP.Browser/6.2.0.6.3 (GUI) MMP/2.0","WAP2.0","6.2","225","263","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2004-05","","","2008-01-17 14:28:24"
"409","au","A5506T","TS28","KDDI-TS28 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","229","270","262114","","1","1","1","0","","","0","1","1","1","1","1","","","2004-06","","","2008-01-17 19:06:23"
"410","au","A5507SA","ST24","KDDI-ST24 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","235","270","","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2004-12","","","2008-01-17 14:28:24"
"411","au","A5509T","TS29","KDDI-TS29 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","229","270","65536","","1","1","1","0","","","0","1","1","1","1","1","","","2005-02","","","2008-01-17 14:28:24"
"412","au","A5511T","TS2A","KDDI-TS2A UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","229","246","65536","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2005-06","","","2008-01-17 14:28:24"
"413","au","A5512CA","CA27","KDDI-CA27 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","230","243","65536","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-07","","","2008-01-17 14:28:24"
"414","au","A5514SA","ST27","KDDI-ST27 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","235","242","","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-10","","","2008-01-17 14:28:25"
"415","au","A5515K","KC27","KDDI-KC27 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","234","248","","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-11","","","2008-01-17 14:28:25"
"416","au","A5516T","TS2B","KDDI-TS2B UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","229","246","65536","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-10","","","2008-01-17 14:28:25"
"417","au","A5517T","TS2C","KDDI-TS2C UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","229","246","65536","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-10","","","2008-01-17 14:28:25"
"418","au","A5518SA","ST28","KDDI-ST28 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","235","242","260000","7.5","1","1","1","1","1.1","","","","1","1","1","1","1","","2006-02","カメラ無しは2006年7月発売","","2009-06-01 11:34:52"
"419","au","A5520SA/SA II","ST2A","KDDI-ST2A UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","235","242","260000","7.5","1","1","1","1","1.1","","","","1","1","1","1","1","","2006-02","A5520SA IIは2006年9月発売","","2008-01-17 19:03:04"
"420","au","A5521K","KC28","KDDI-KC28 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","234","248","262144","7.5","1","1","1","1","1.1","","","","1","1","1","1","1","","2006-06","","","2008-01-17 18:54:38"
"421","au","A5522SA","SA29","KDDI-SA29 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","235","234","262144","7.5","1","1","1","1","1.1","","","","1","1","1","1","1","","2006-09","","","2008-01-17 18:54:38"
"422","au","A5523T","TS2D","KDDI-TS2D UP.Browser/6.2.0.11.1.2.1 (GUI) MMP/2.0","WAP2.0","","229","245","65536","7.5","1","1","1","1","2.0","","","","1","1","1","1","1","","2007-01","","","2008-01-17 15:26:51"
"423","au","A5525SA","ST2D","KDDI-ST2D UP.Browser/6.2.0.11.1.2.1 (GUI) MMP/2.0","WAP2.0","","235","242","262144","7.5","1","1","1","1","2.0","","","","1","1","1","1","1","","2007-03","ジュニアケータイ","作成中","2008-01-24 17:38:16"
"424","au","A5526K","KC29","KDDI-KC29 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","245","242144","7.5","1","1","1","1","2.0","","","","1","1","1","1","1","","2007-06","","","2008-01-17 14:28:25"
"425","au","A5527SA","SA2A","KDDI-SA2A UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","6.2","235","242","262144","7.5","1","1","1","1","1.1","","","","1","1","1","1","1","","2007-07","","","2008-01-17 19:16:27"
"426","au","A5528K","KC2A","KDDI-KC2A UP.Browser/6.2.0.13.3 (GUI) MMP/2.0","WAP2.0","6.2","232","245","262144","7.5","1","1","1","1","2.0","","1","","1","1","1","1","1","","2007-09","","","2008-04-10 17:41:16"
"427","au","A5529T","TS2E","KDDI-TS2E UP.Browser/6.2.0.13.2.120 (GUI) MMP/2.0","WAP2.0","","229","245","65536","7.5","1","1","1","1","2.0","","","","1","1","1","1","1","","2007-11","","","2009-02-24 23:30:43"
"428","au","INFOBAR","ST22","KDDI-ST22 UP.Browser/6.0.8.3 (GUI) MMP/1.1","WAP2.0","6","125","145","","","1","1","1","0","","","0","1","1","1","1","1","","","2003-10","","","2008-03-29 11:04:06"
"429","au","talby","ST25","KDDI-ST25 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","235","270","","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2004-11","","","2008-01-17 14:28:24"
"430","au","Sweets","ST26","KDDI-ST26 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","235","270","","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2005-03","","","2008-01-17 14:28:24"
"431","au","G'zOne TYPE-R","CA28","KDDI-CA28 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","230","243","65536","","1","1","1","1","1.1","48","0","0","1","1","1","1","","","2005-07","別名「A5513CA」","","2008-01-17 14:28:24"
"432","au","Sweets pure","ST29","KDDI-ST29 UP.Browser/6.2.0.10.1 (GUI) MMP/2.0","WAP2.0","0","235","242","","","1","1","1","1","1.1","100","0","0","0","0","0","0","","","2006-02","","","2008-01-17 14:28:25"
"433","au","Sweets cute","ST2C","KDDI-ST2C UP.Browser/6.2.0.11.1.2.1 (GUI) MMP/2.0","WAP2.0","0","235","242","","","1","1","1","1","2.0","100","0","0","0","0","0","0","","","2007-02","","","2008-01-17 14:28:25"
"434","au","W11H","HI31","KDDI-HI31 UP.Browser/6.2.0.5 (GUI) MMP/2.0","WAP2.0","6.2","233","268","262144","","1","1","1","0","","","1","0","1","1","1","1","","","2003-11","ユーザエージェントは「KDDI-HI31 UP.Browser/6.2.0.5.c.1.100 (GUI) MMP/2.0」のことも多い","","2008-03-29 14:33:14"
"435","au","W11K","KC31","KDDI-KC31 UP.Browser/6.2.0.5 (GUI) MMP/2.0","WAP2.0","6.2","233","268","262144","","1","1","1","0","","","1","0","1","1","1","1","","1","2003-12","ユーザエージェントは「KDDI-KC31 UP.Browser/6.2.0.5.c.1.100 (GUI) MMP/2.0」のことも多い","","2008-10-15 15:15:03"
"436","au","W21H","HI32","KDDI-HI32 UP.Browser/6.2.0.6.2 (GUI) MMP/2.0","WAP2.0","6.2","123","147","15680000","","1","1","1","0","","","0","0","1","1","1","1","","","2004-03","","","2008-01-17 14:28:24"
"437","au","W21K","KC32","KDDI-KC32 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-08","","","2008-01-17 14:28:24"
"438","au","W21S","SN31","KDDI-SN31 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","228","266","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-07","","","2008-01-17 14:28:24"
"439","au","W21SA","SA31","KDDI-SA31 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","225","266","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-08","","","2008-01-17 14:28:24"
"440","au","W21T","TS31","KDDI-TS31 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","229","270","65536","","","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-11","","","2008-03-12 16:31:12"
"441","au","W21CA/CA II","CA31","KDDI-CA31 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","346","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-12","W21CA IIは2005年4月発売","","2008-01-17 19:05:41"
"442","au","W22H","HI33","KDDI-HI33 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","266","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-11","","","2008-01-17 14:28:24"
"443","au","W22SA","SA32","KDDI-SA32 UP.Browser/6.2.0.8 (GUI) MMP/2.0","WAP2.0","6.2","230","266","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2004-12","","","2008-01-17 14:28:24"
"444","au","W31SA/SA II","SA33","KDDI-SA33 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","230","268","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2005-02","W31SA IIは2005年9月発売","","2009-05-25 14:43:18"
"445","au","W31K/K II","KC33","KDDI-KC33 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","234","268","262114","","1","1","0","1","1.1","100","0","1","1","1","1","1","1","","2005-03","W31K IIは2005年9月発売","","2008-01-28 14:34:09"
"446","au","W31S","SN32","KDDI-SN32 UP.Browser/6.2.0.9 (GUI) MMP/2.0","WAP2.0","6.2","228","238","262114","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-04","","","2008-01-17 19:03:21"
"447","au","W31T","TS32 ","KDDI-TS32 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","1","","2005-06","","","2008-03-12 15:22:04"
"448","au","W31CA","CA32","KDDI-CA32 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-07","","","2008-01-17 14:28:24"
"449","au","W32S","SN33 ","KDDI-SN33 UP.Browser/6.2.0.9.2 (GUI) MMP/2.0","WAP2.0","6.2","228","242","","","1","1","1","1","1.1","100","0","0","1","1","1","1","1","","2005-09","","","2008-02-13 17:55:35"
"450","au","W32H","HI35 ","KDDI-HI35 UP.Browser/6.2.0.9.2 (GUI) MMP/2.0","WAP2.0","6.2","230","235","65536","","1","1","1","1","1.1","100","0","0","1","1","1","0","1","","2005-09","","","2008-12-27 19:02:57"
"451","au","W32K","KC34","KDDI-KC34 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-06","","","2008-01-17 14:28:24"
"452","au","W32SA","SA34","KDDI-SA34 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-07","","","2008-01-17 14:28:24"
"453","au","W32T","TS33","KDDI-TS33 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","0","1","1","1","1","","","2005-11","","","2008-01-17 14:28:25"
"454","au","W33SA/SA II","SA35 ","KDDI-SA35 UP.Browser/6.2.0.9.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","0","1","1","1","0","1","","2005-12","W33SA IIは2006年6月発売","","2009-05-21 19:09:39"
"455","au","PENCK","HI34","KDDI-HI34 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","230","266","65536","","1","1","1","1","1.1","48","0","1","1","1","1","1","","","2005-02","","","2008-01-17 15:14:48"
"456","au","W41S","SN34","KDDI-SN34 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","228","250","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-01","","","2008-01-17 14:28:25"
"457","au","W41CA","CA33 ","KDDI-CA33 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","1","2006-02","","","2009-02-08 19:24:30"
"458","au","W41H","HI36 ","KDDI-HI36 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","230","323","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-08-07 10:08:02"
"459","au","W41T","TS34 ","KDDI-TS34 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","224","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-10-09 10:57:47"
"460","au","W41SA","SA36 ","KDDI-SA36 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-02","","","2008-04-28 17:57:09"
"461","au","W41K","KC35","KDDI-KC35 UP.Browser/6.2.0.10.2.2 (GUI) MMP/2.0","WAP2.0","6.2","232","245","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-03","","","2008-01-17 14:28:25"
"462","au","W42K","KC36","KDDI-KC36 UP.Browser/6.2.0.10.2.2 (GUI) MMP/2.0","WAP2.0","6.2","232","245","262144","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-06","","","2008-01-17 18:54:38"
"463","au","W42S","SN36 ","KDDI-SN36 UP.Browser/6.2.0.10.4 (GUI) MMP/2.0","WAP2.0","6.2","228","250","262144","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","","2006-06","","","2009-05-28 12:21:38"
"464","au","W43T","TS36","KDDI-TS36 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-04","","","2008-01-17 14:28:25"
"465","au","neon","TS35","KDDI-TS35 UP.Browser/6.2.0.10.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","244","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","0","","2006-02","","","2008-03-01 16:17:45"
"466","au","W44T/T II/T III","TS37 ","KDDI-TS37 UP.Browser/6.2.0.10.3.3.1 (GUI) MMP/2.0","WAP2.0","6.2","229","268","65536","","0","0","0","1","1.1","100","0","1","1","1","1","1","0","","2006-06","","","2009-01-28 19:11:52"
"467","au","W42H","HI37 ","KDDI-HI37 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","0","1","","2006-07","","","2009-06-19 12:39:46"
"468","au","W42CA","CA34","KDDI-CA34 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-06","","","2008-01-17 14:28:25"
"469","au","W41SH","SH31","KDDI-SH31 UP.Browser/6.2.0.10.3.5 (GUI) MMP/2.0","WAP2.0","6.2","229","315","262144","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-10","","","2008-01-17 18:54:38"
"470","au","W42SA","ST31","KDDI-ST31 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","235","234","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-10","","","2008-01-17 18:54:38"
"471","au","W43K","KC37","KDDI-KC37 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","237","262144","","1","1","1","1","2.0","100","0","1","1","0","1","1","","","2006-10","","","2008-01-17 18:54:38"
"472","au","W43S","SN37","KDDI-SN37 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","228","368","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-09","","","2008-01-17 18:54:38"
"473","au","W43H/H II","HI38 ","KDDI-HI38 UP.Browser/6.2.0.11.1.3.110 (GUI) MMP/2.0","WAP2.0","6.2","232","315","262144","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2006-09","W43H IIは2007年1月発売","","2009-05-21 14:53:27"
"474","au","W43CA","CA35","KDDI-CA35 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","315","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-09","","","2008-01-17 14:28:25"
"475","au","W45T","TS38 ","KDDI-TS38 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","229","268","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-09","","","2008-08-25 15:15:55"
"476","au","W43SA","SA38 ","KDDI-SA38 UP.Browser/6.2.0.11.1.2 (GUI) MMP/2.0","WAP2.0","6.2","232","266","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-11","","","2008-04-08 16:43:42"
"477","au","W44S","SN38","KDDI-SN38 UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","228","345","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2006-12","","","2008-01-17 18:54:38"
"478","au","W47T","TS3A","KDDI-TS3A UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","240","268","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2006-12","","","2008-03-08 12:10:12"
"479","au","DRAPE","TS39","KDDI-TS39 UP.Browser/6.2.0.11.2 (GUI) MMP/2.0","WAP2.0","6.2","229","225","65536","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2006-12","","","2009-02-20 11:25:59"
"480","au","W51K","KC39","KDDI-KC39 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-02","","","2008-01-17 14:28:25"
"481","au","W51P","MA31","KDDI-MA31 UP.Browser/6.2.0.11.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-02","","","2008-01-17 14:28:25"
"482","au","W51CA","CA37 ","KDDI-CA37 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-02","","","2009-05-08 13:42:46"
"483","au","W51H","HI39 ","KDDI-HI39 UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65536","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-02","","","2008-12-25 12:22:23"
"484","au","W51SA","SA39 ","KDDI-SA39 UP.Browser/6.2.0.12.1.4 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-02","","","2009-05-15 22:36:58"
"485","au","W51T","TS3B","KDDI-TS3B UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","229","245","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-02","","","2009-06-24 17:39:06"
"486","au","W52T","TS3C","KDDI-TS3C UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","1","2007-02","","","2008-03-03 20:48:06"
"487","au","W51S","SN39 ","KDDI-SN39 UP.Browser/6.2.0.11.2.1 (GUI) MMP/2.0","WAP2.0","6.2","228","345","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-02","","","2008-12-25 11:29:03"
"488","au","W51SH","SH32 ","KDDI-SH32 UP.Browser/6.2.0.11.2.1 (GUI) MMP/2.0","WAP2.0","6.2","229","323","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-03","","","2009-01-20 10:33:48"
"489","au","MEDIA SKIN","KC3A","KDDI-KC3A UP.Browser/6.2.0.12.1.3 (GUI) MMP/2.0","WAP2.0","6.2","232","245","262144","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-03","","","2008-01-17 18:54:38"
"490","au","B01K","KC26","KDDI-KC26 UP.Browser/6.2.0.7.3.129 (GUI) MMP/2.0","WAP2.0","6.2","234","266","262144","","1","1","1","0","","","0","1","1","1","1","1","","","2006-03","","","2008-01-17 14:28:25"
"491","au","E02SA","SA37","KDDI-SA37 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","228","243","","","1","1","1","1","1.1","100","0","1","1","1","1","1","","","2006-07","","","2008-01-17 14:28:25"
"492","au","E03CA","CA36 ","KDDI-CA36 UP.Browser/6.2.0.10.3.3 (GUI) MMP/2.0","WAP2.0","6.2","232","243","65536","","1","1","1","1","1.1","100","0","1","1","1","1","1","1","","2006-12","","","2008-04-08 12:28:31"
"493","au","W52H","HI3A ","KDDI-HI3A UP.Browser/6.2.0.13.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","100","1","1","1","1","1","1","1","","2007-06","作成中","","2008-07-29 20:55:22"
"494","au","W52SA","SA3A ","KDDI-SA3A UP.Browser/6.2.0.13.1.4 (GUI) MMP/2.0","WAP2.0","6.2","240","348","","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-06","作成中","","2009-04-25 17:31:49"
"495","au","W53T","TS3D","KDDI-TS3D UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","作成中","","2008-01-17 14:28:25"
"496","au","W52S","SN3A ","KDDI-SN3A UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","345","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","","","2008-10-29 11:08:05"
"497","au","W52P","MA32 ","KDDI-MA32 UP.Browser/6.2.0.12.1.4 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","作成中","","2009-06-01 11:20:53"
"498","au","W52CA","CA38 ","KDDI-CA38 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","232","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-06","作成中","","2008-04-15 19:26:43"
"499","au","W52SH","SH33 ","KDDI-SH33 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","323","260000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-07","作成中","","2009-03-24 13:53:28"
"500","au","W54T","TS3E ","KDDI-TS3E UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","229","325","65536","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-07","作成中","","2009-04-08 14:37:47"
"501","au","W53SA","ST32","KDDI-ST32 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","323","","","1","1","1","1","2.0","100","0","1","1","1","1","1","","","2007-07","作成中","","2008-01-17 14:28:25"
"502","au","W53CA","CA39 ","KDDI-CA39 UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","232","323","65000","","1","1","1","1","2.0","100","0","1","1","1","1","0","1","","2007-08","","","2009-05-28 10:25:09"
"503","au","W53S","SN3B ","KDDI-SN3B UP.Browser/6.2.0.13.1.5 (GUI) MMP/2.0","WAP2.0","6.2","228","345","260000","","1","1","1","1","2.0","100","0","1","1","1","1","1","1","","2007-10","","","2008-03-04 12:33:57"
